TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM
TE_43333	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43334	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43335	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43336	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43337	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43338	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TE_43339	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43340	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43341	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TE_43342	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43343	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43344	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43345	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43346	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43347	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43348	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43349	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43350	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43351	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43352	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43353	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43354	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43355	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43356	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43357	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43358	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43359	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43360	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43361	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43362	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43363	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43364	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43365	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43366	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43367	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43368	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43369	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43370	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43371	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43372	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43373	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43374	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43375	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TE_43376	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43377	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43378	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43379	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43380	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43381	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43382	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43383	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43384	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43385	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43386	0	0	0	0	0	0	0	0	0	0	0	1	1	1
TE_43387	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43388	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43389	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43390	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43391	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43392	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43393	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43394	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43395	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43396	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43397	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43398	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43399	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43400	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43401	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43402	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43403	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43404	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43405	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43406	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43407	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43408	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43409	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43410	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43411	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43412	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43413	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TE_43414	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43415	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43416	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43417	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43418	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43419	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43420	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43421	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43422	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43423	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TE_43424	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43425	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43426	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43427	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43428	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43429	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43430	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43431	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43432	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43433	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43434	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43435	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43436	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43437	0	0	0	0	0	0	0	0	0	0	0	1	1	1
TE_43438	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_43439	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43440	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43441	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43442	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43443	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43444	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43445	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43446	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43447	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43448	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43449	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43450	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43451	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43452	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43453	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43454	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43455	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43456	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43457	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43458	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43459	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43460	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43461	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43462	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43463	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43464	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43465	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43466	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43467	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43468	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43469	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43470	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43471	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43472	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43473	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43474	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43475	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43476	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43477	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43478	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43479	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43480	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43481	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43482	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43483	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43484	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43485	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43486	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43487	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43488	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43489	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43490	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43491	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43492	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43493	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43494	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43495	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43496	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43497	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43498	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43499	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43500	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43501	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43502	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43503	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43504	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43505	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43506	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43507	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43508	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43509	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43510	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43511	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43512	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43513	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43514	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43515	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43516	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43517	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43518	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43519	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43520	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43521	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43522	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43523	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43524	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43525	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43526	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43527	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43528	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43529	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43530	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43531	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43532	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43533	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43534	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43535	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43536	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43537	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43538	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43539	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43540	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43541	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43542	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43543	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43544	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43545	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43546	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43547	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43548	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43549	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43550	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43551	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43552	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43553	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43554	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43555	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43556	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43557	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43558	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43559	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43560	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43561	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43562	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43563	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43564	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43565	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43566	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43567	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43568	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43569	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43570	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43571	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43572	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43573	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43574	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43575	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43576	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43577	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43578	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43579	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43580	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43581	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43582	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43583	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43584	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43585	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43586	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43587	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43588	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43589	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43590	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43591	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43592	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43593	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43594	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43595	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43596	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43597	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43598	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43599	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43600	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43601	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43602	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43603	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43604	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43605	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43606	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43607	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43608	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43609	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43610	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43611	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43612	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43613	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43614	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43615	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43616	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43617	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43618	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43619	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43620	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43621	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43622	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43623	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43624	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43625	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43626	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43627	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43628	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43629	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43630	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43631	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43632	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43633	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43634	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43635	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43636	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43637	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43638	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43639	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43640	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43641	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43642	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43643	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43644	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43645	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43646	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43647	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43648	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43649	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43650	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43651	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43652	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43653	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43654	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43655	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43656	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43657	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43658	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43659	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43660	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43661	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43662	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43663	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43664	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43665	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43666	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43667	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43668	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43669	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43670	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43671	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43672	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43673	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43674	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43675	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43676	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43677	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43678	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43679	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43680	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43681	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43682	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43683	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43684	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43685	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43686	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43687	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43688	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43689	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43690	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43691	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43692	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43693	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43694	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43695	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43696	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43697	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43698	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43699	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43700	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43701	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43702	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43703	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43704	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43705	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43706	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43707	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43708	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43709	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43710	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43711	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43712	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43713	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43714	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43715	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43716	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43717	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43718	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43719	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43720	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43721	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43722	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43723	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43724	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43725	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43726	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43727	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43728	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43729	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43730	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43731	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43732	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43733	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43734	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43735	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43736	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43737	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43738	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43739	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43740	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43741	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43742	0	0	0	0	0	0	0	0	0	0	0	0	1	0
