TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM	Length	Family
TE_45869	0	0	0	0	0	0	0	0	0	0	0	0	1	0	850.0	P-element
TE_45870	0	0	0	0	0	0	0	0	0	0	0	0	1	0	215.0	accord
TE_45871	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2704.0	roo
TE_45872	0	0	0	0	0	0	0	0	0	0	0	0	1	0	797.0	UnknownFamily
TE_45873	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37.0	F-element
TE_45874	0	0	0	0	0	0	0	0	0	0	0	0	1	0	114.0	INE-1
TE_45875	0	0	0	0	0	0	0	0	0	0	0	0	1	0	837.0	gypsy8
TE_45876	0	0	0	0	0	0	0	0	0	0	0	0	1	0	69.0	Cr1a
TE_45877	0	0	0	0	0	0	0	0	0	0	0	0	1	0	167.0	HMS-Beagle
TE_45878	0	0	0	0	0	0	0	0	0	0	0	0	1	0	414.0	HMS-Beagle
TE_45879	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5018.0	HMS-Beagle
TE_45880	0	0	0	0	0	0	0	0	0	0	0	0	1	0	487.0	hopper
TE_45881	0	0	0	0	0	0	0	0	0	0	0	0	1	0	691.0	HMS-Beagle
TE_45882	0	0	0	0	0	0	0	0	0	0	0	0	1	0	132.0	HMS-Beagle
TE_45883	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43.0	Dm88
TE_45884	0	0	0	0	0	0	0	0	0	0	0	0	1	0	68.0	roo
TE_45885	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1828.0	copia
TE_45886	0	0	0	0	0	0	0	0	0	0	0	0	1	0	218.0	I-element
TE_45887	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3264.0	I-element
TE_45888	0	0	0	0	0	0	0	0	0	0	0	0	1	0	64.0	INE-1
TE_45889	0	0	0	0	0	0	0	0	0	0	0	0	1	0	295.0	Doc
TE_45890	0	0	0	0	0	0	0	0	0	0	0	0	1	0	68.0	UnknownFamily
TE_45891	0	0	0	0	0	0	0	0	0	0	0	0	1	0	82.0	S2
TE_45892	0	0	0	0	0	0	0	0	0	0	0	0	1	0	149.0	gypsy10
TE_45893	0	0	0	0	0	0	0	0	0	0	0	0	1	0	197.0	P-element
TE_45894	0	0	0	0	0	0	0	0	0	0	0	0	1	0	891.0	P-element
TE_45895	0	0	0	0	0	0	0	0	0	0	0	0	1	0	71.0	Dana-Tom
TE_45896	0	0	0	0	0	0	0	0	0	0	0	0	1	0	82.0	invader3
TE_45897	0	0	0	0	0	0	0	0	0	0	0	0	1	0	90.0	Dvir-TART
TE_45898	0	0	0	0	0	0	0	0	0	0	0	0	1	0	523.0	BS
TE_45899	0	0	0	0	0	0	0	0	0	0	0	0	1	0	296.0	copia
TE_45900	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32.0	baggins
TE_45901	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35.0	transib2
TE_45902	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45.0	17-6
TE_45903	0	0	0	0	0	0	0	0	0	0	0	0	1	0	51.0	HMS-Beagle
TE_45904	0	0	0	0	0	0	0	0	0	0	0	0	1	0	67.0	HMS-Beagle
TE_45905	0	0	0	0	0	0	0	0	0	0	0	0	1	0	780.0	UnknownFamily
TE_45906	0	0	0	0	0	0	0	0	0	0	0	0	1	0	54.0	jockey
TE_45907	0	0	0	0	0	0	0	0	0	0	0	0	1	0	684.0	jockey
TE_45908	0	0	0	0	0	0	0	0	0	0	0	0	1	0	69.0	UnknownFamily
TE_45909	0	0	0	0	0	0	0	0	0	0	0	0	1	0	151.0	invader1
TE_45910	0	0	0	0	0	0	0	0	0	0	0	0	1	0	90.0	1360
TE_45911	0	0	0	0	0	0	0	0	0	0	0	0	1	0	72.0	Dvir-TART
TE_45912	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2014.0	invader1
TE_45913	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30.0	gypsy11
TE_45914	0	0	0	0	0	0	0	0	0	0	0	0	1	0	52.0	hopper
TE_45915	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44.0	17-6
TE_45916	0	0	0	0	0	0	0	0	0	0	0	0	1	0	62.0	HeT-A
TE_45917	0	0	0	0	0	0	0	0	0	0	0	0	1	0	831.0	HMS-Beagle
TE_45918	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5569.0	hopper
TE_45919	0	0	0	0	0	0	0	0	0	0	0	0	1	0	599.0	Porto1
TE_45920	0	0	0	0	0	0	0	0	0	0	0	0	1	0	57.0	Cr1a
TE_45921	0	0	0	0	0	0	0	0	0	0	0	0	1	0	346.0	jockey
TE_45922	0	0	0	0	0	0	0	0	0	0	0	0	1	0	101.0	Dana-Tom
TE_45923	0	0	0	0	0	0	0	0	0	0	0	0	1	0	609.0	H
TE_45924	0	0	0	0	0	0	0	0	0	0	0	0	1	0	68.0	Dvir-TART
TE_45925	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1219.0	Stalker4
TE_45926	0	0	0	0	0	0	0	0	0	0	0	0	1	0	55.0	Dana-Tom
TE_45927	0	0	0	0	0	0	0	0	0	0	0	0	1	0	614.0	H
TE_45928	0	0	0	0	0	0	0	0	0	0	0	0	1	0	391.0	H
TE_45929	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1148.0	H
TE_45930	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1199.0	roo
TE_45931	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7336.0	roo
TE_45932	0	0	0	0	0	0	0	0	0	0	0	0	1	0	75.0	gypsy2
TE_45933	0	0	0	0	0	0	0	0	0	0	0	0	1	0	96.0	Doc3
TE_45934	0	0	0	0	0	0	0	0	0	0	0	0	1	0	150.0	gypsy4
TE_45935	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1374.0	H
TE_45936	0	0	0	0	0	0	0	0	0	0	0	0	1	0	375.0	H
TE_45937	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1165.0	H
TE_45938	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1017.0	H
TE_45939	0	0	0	0	0	0	0	0	0	0	0	0	1	0	33.0	INE-1
TE_45940	0	0	0	0	0	0	0	0	0	0	0	0	1	0	77.0	UnknownFamily
TE_45941	0	0	0	0	0	0	0	0	0	0	0	0	1	0	84.0	roo
TE_45942	0	0	0	0	0	0	0	0	0	0	0	0	1	0	72.0	412
TE_45943	0	0	0	0	0	0	0	0	0	0	0	0	1	0	89.0	Dvir-TART
TE_45944	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99.0	INE-1
TE_45945	0	0	0	0	0	0	0	0	0	0	0	0	1	0	195.0	accord
TE_45946	0	0	0	0	0	0	0	0	0	0	0	0	1	0	503.0	P-element
TE_45947	0	0	0	0	0	0	0	0	0	0	0	0	1	0	153.0	rover
TE_45948	0	0	0	0	0	0	0	0	0	0	0	0	1	0	57.0	micropia
TE_45949	0	0	0	0	0	0	0	0	0	0	0	0	1	0	832.0	P-element
TE_45950	0	0	0	0	0	0	0	0	0	0	0	0	1	0	49.0	P-element
TE_45951	0	0	0	0	0	0	0	0	0	0	0	0	1	0	244.0	accord
TE_45952	0	0	0	0	0	0	0	0	0	0	0	0	1	0	64.0	Doc3
TE_45953	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1092.0	P-element
TE_45954	0	0	0	0	0	0	0	0	0	0	0	0	1	0	302.0	Dvir-TART
TE_45955	0	0	0	0	0	0	0	0	0	0	0	0	1	0	694.0	I-element
TE_45956	0	0	0	0	0	0	0	0	0	0	0	0	1	0	218.0	I-element
TE_45957	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3257.0	I-element
TE_45958	0	0	0	0	0	0	0	0	0	0	0	0	1	0	86.0	Dbuz-Kepler
TE_45959	0	0	0	0	0	0	0	0	0	0	0	0	1	0	488.0	UnknownFamily
TE_45960	0	0	0	0	0	0	0	0	0	0	0	0	1	0	46.0	S-element
TE_45961	0	0	0	0	0	0	0	0	0	0	0	0	1	0	140.0	UnknownFamily
TE_45962	0	0	0	0	0	0	0	0	0	0	0	0	1	0	55.0	Dbuz-INE-1
TE_45963	0	0	0	0	0	0	0	0	0	0	0	0	1	0	281.0	UnknownFamily
TE_45964	0	0	0	0	0	0	0	0	0	0	0	0	1	0	892.0	UnknownFamily
TE_45965	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5258.0	Transpac
TE_45966	0	0	0	0	0	0	0	0	0	0	0	0	1	0	553.0	invader1
TE_45967	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4676.0	opus
TE_45968	0	0	0	0	0	0	0	0	0	0	0	0	1	0	963.0	UnknownFamily
TE_45969	0	0	0	0	0	0	0	0	0	0	0	0	1	0	101.0	gypsy4
TE_45970	0	0	0	0	0	0	0	0	0	0	0	0	1	0	390.0	INE-1
TE_45971	0	0	0	0	0	0	0	0	0	0	0	0	1	0	390.0	INE-1
TE_45972	0	0	0	0	0	0	0	0	0	0	0	0	1	0	183.0	gypsy8
TE_45973	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34.0	UnknownFamily
TE_45974	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5989.0	diver
TE_45975	0	0	0	0	0	0	0	0	0	0	0	0	1	0	205.0	Dvir-TART
TE_45976	0	0	0	0	0	0	0	0	0	0	0	0	1	0	54.0	Tc1
TE_45977	0	0	0	0	0	0	0	0	0	0	0	0	1	0	161.0	Dvir-TART
TE_45978	0	0	0	0	0	0	0	0	0	0	0	0	1	0	360.0	Dbuz-ISBu2
TE_45979	0	0	0	0	0	0	0	0	0	0	0	0	1	0	191.0	pogo
TE_45980	0	0	0	0	0	0	0	0	0	0	0	0	1	0	94.0	Helena
TE_45981	0	0	0	0	0	0	0	0	0	0	0	0	1	0	399.0	UnknownFamily
TE_45982	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37.0	INE-1
TE_45983	0	0	0	0	0	0	0	0	0	0	0	0	1	0	702.0	roo
TE_45984	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5104.0	roo
TE_45985	0	0	0	0	0	0	0	0	0	0	0	0	1	0	600.0	Tirant
TE_45986	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1751.0	Tirant
TE_45987	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5700.0	Tirant
TE_45988	0	0	0	0	0	0	0	0	0	0	0	0	1	0	132.0	Dvir-TART
TE_45989	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1853.0	Burdock
TE_45990	0	0	0	0	0	0	0	0	0	0	0	0	1	0	477.0	Burdock
TE_45991	0	0	0	0	0	0	0	0	0	0	0	0	1	0	103.0	INE-1
TE_45992	0	0	0	0	0	0	0	0	0	0	0	0	1	0	33.0	Quasimodo
TE_45993	0	0	0	0	0	0	0	0	0	0	0	0	1	0	582.0	gypsy8
TE_45994	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2998.0	X-element
TE_45995	0	0	0	0	0	0	0	0	0	0	0	0	1	0	166.0	X-element
TE_45996	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5410.0	Burdock
TE_45997	0	0	0	0	0	0	0	0	0	0	0	0	1	0	295.0	roo
TE_45998	0	0	0	0	0	0	0	0	0	0	0	0	1	0	383.0	UnknownFamily
TE_45999	0	0	0	0	0	0	0	0	0	0	0	0	1	0	204.0	G5A
TE_46000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	118.0	roo
TE_46001	0	0	0	0	0	0	0	0	0	0	0	0	1	0	819.0	UnknownFamily
TE_46002	0	0	0	0	0	0	0	0	0	0	0	0	1	0	60.0	Dbuz-INE-1
TE_46003	0	0	0	0	0	0	0	0	0	0	0	0	1	0	52.0	INE-1
TE_46004	0	0	0	0	0	0	0	0	0	0	0	0	1	0	277.0	jockey
TE_46005	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2095.0	Rt1b
TE_46006	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5520.0	mdg3
TE_46007	0	0	0	0	0	0	0	0	0	0	0	0	1	0	73.0	1360
TE_46008	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2558.5	copia
TE_46009	0	0	0	0	0	0	0	0	0	0	0	0	1	0	761.0	I-element
TE_46010	0	0	0	0	0	0	0	0	0	0	0	0	1	0	40.0	invader1
TE_46011	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1645.0	UnknownFamily
TE_46012	0	0	0	0	0	0	0	0	0	0	0	0	1	0	553.0	H
TE_46013	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4068.0	I-element
TE_46014	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1236.0	I-element
TE_46015	0	0	0	0	0	0	0	0	0	0	0	0	1	0	726.0	UnknownFamily
TE_46016	0	0	0	0	0	0	0	0	0	0	0	0	1	1	69.0	Dvir-TART
TE_46017	0	0	0	0	0	0	0	0	0	0	0	0	1	0	76.0	HMS-Beagle
TE_46018	0	0	0	0	0	0	0	0	0	0	0	0	1	0	631.0	UnknownFamily
TE_46019	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6130.0	3S18
TE_46020	0	0	0	0	0	0	0	0	0	0	0	0	1	0	77.0	Dvir-TART
TE_46021	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9200.0	copia
TE_46022	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4444.0	copia
TE_46023	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37.0	invader2
TE_46024	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34.0	Cr1a
TE_46025	0	0	0	0	0	0	0	0	0	0	0	0	1	0	362.0	UnknownFamily
TE_46026	0	0	0	0	0	0	0	0	0	0	0	0	1	0	910.0	UnknownFamily
TE_46027	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2909.0	blood
TE_46028	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4435.0	blood
TE_46029	0	0	0	0	0	0	0	0	0	0	0	0	1	0	46.0	Circe
TE_46030	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2165.5	Juan
TE_46031	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6283.0	Juan
TE_46032	0	0	0	0	0	0	0	0	0	0	0	0	1	0	92.0	Juan
TE_46033	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4061.0	Juan
TE_46034	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4842.0	Quasimodo
TE_46035	0	0	0	0	0	0	0	0	0	0	0	0	1	0	595.0	Quasimodo
TE_46036	0	0	0	0	0	0	0	0	0	0	0	0	1	0	147.0	roo
TE_46037	0	0	0	0	0	0	0	0	0	0	0	0	1	0	38.0	Cr1a
TE_46038	0	0	0	0	0	0	0	0	0	0	0	0	1	0	275.0	Stalker4
TE_46039	0	0	0	0	0	0	0	0	0	0	0	0	1	0	552.0	invader4
TE_46040	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4855.0	412
TE_46041	0	0	0	0	0	0	0	0	0	0	0	0	1	0	527.0	412
TE_46042	0	0	0	0	0	0	0	0	0	0	0	0	1	0	186.0	412
TE_46043	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26.0	Doc3
TE_46044	0	0	0	0	0	0	0	0	0	0	0	0	1	0	715.0	UnknownFamily
TE_46045	0	0	0	0	0	0	0	0	0	0	0	0	1	0	42.0	S2
TE_46046	0	0	0	0	0	0	0	0	0	0	0	0	1	0	125.0	UnknownFamily
TE_46047	0	0	0	0	0	0	0	0	0	0	0	0	1	0	785.0	UnknownFamily
TE_46048	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48.0	GATE
TE_46049	0	0	0	0	0	0	0	0	0	0	0	0	1	0	60.0	17-6
TE_46050	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87.0	INE-1
TE_46051	0	0	0	0	0	0	0	0	0	0	0	0	1	0	53.0	UnknownFamily
TE_46052	0	0	0	0	0	0	0	0	0	0	0	0	1	0	141.0	Stalker
TE_46053	0	0	0	0	0	0	0	0	0	0	0	0	1	0	83.0	gypsy4
TE_46054	0	0	0	0	0	0	0	0	0	0	0	0	1	0	104.0	UnknownFamily
TE_46055	0	0	0	0	0	0	0	0	0	0	0	0	1	0	57.0	invader3
TE_46056	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26.0	INE-1
TE_46057	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1842.0	INE-1
TE_46058	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2389.0	UnknownFamily
TE_46059	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48.0	297
TE_46060	0	0	0	0	0	0	0	0	0	0	0	0	1	0	72.0	297
TE_46061	0	0	0	0	0	0	0	0	0	0	0	0	1	0	114.0	Dyak-HeT-A
TE_46062	0	0	0	0	0	0	0	0	0	0	0	0	1	0	137.0	roo
TE_46063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1236.0	UnknownFamily
TE_46064	0	0	0	0	0	0	0	0	0	0	0	0	1	0	372.0	UnknownFamily
TE_46065	0	0	0	0	0	0	0	0	0	0	0	0	1	0	328.0	UnknownFamily
TE_46066	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1508.0	UnknownFamily
TE_46067	0	0	0	0	0	0	0	0	0	0	0	0	1	0	316.0	UnknownFamily
TE_46068	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45.0	blood
TE_46069	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99.0	UnknownFamily
TE_46070	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6398.0	1360
TE_46071	0	0	0	0	0	0	0	0	0	0	0	0	1	0	112.0	1360
TE_46072	0	0	0	0	0	0	0	0	0	0	0	0	1	0	800.0	Dvir-TART
TE_46073	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44.0	UnknownFamily
TE_46074	0	0	0	0	0	0	0	0	0	0	0	0	1	1	50.666666666666664	P-element
TE_46075	0	0	0	0	0	0	0	0	0	0	0	0	1	1	997.0	Dvir-TART
TE_46076	0	0	0	0	0	0	0	0	0	0	0	0	1	0	90.0	ZAM
TE_46077	0	0	0	0	0	0	0	0	0	0	0	0	1	1	343.5	UnknownFamily
TE_46078	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43.0	G5A
TE_46079	0	0	0	0	0	0	0	0	0	0	0	0	1	0	79.5	Quasimodo
TE_46080	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5453.0	Quasimodo
TE_46081	0	0	0	0	0	0	0	0	0	0	0	0	1	0	941.0	Quasimodo
TE_46082	0	0	0	0	0	0	0	0	0	0	0	0	1	0	680.0	297
TE_46083	0	0	0	0	0	0	0	0	0	0	0	0	1	0	127.0	baggins
TE_46084	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2603.0	accord2
TE_46085	0	0	0	0	0	0	0	0	0	0	0	0	1	0	420.0	Tirant
TE_46086	0	0	0	0	0	0	0	0	0	0	0	0	1	0	98.0	Dbuz-ISBu2
TE_46087	0	0	0	0	0	0	0	0	0	0	0	0	1	0	720.0	UnknownFamily
TE_46088	0	0	0	0	0	0	0	0	0	0	0	0	1	0	79.0	Tc3
TE_46089	0	0	0	0	0	0	0	0	0	0	0	0	1	0	587.0	Quasimodo
TE_46090	0	0	0	0	0	0	0	0	0	0	0	0	1	0	78.5	Quasimodo
TE_46091	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1256.0	Quasimodo
TE_46092	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4166.0	Quasimodo
TE_46093	0	0	0	0	0	0	0	0	0	0	0	0	1	0	465.0	Quasimodo
TE_46094	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1416.0	297
TE_46095	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3617.0	297
TE_46096	0	0	0	0	0	0	0	0	0	0	0	0	1	0	208.0	297
TE_46097	0	0	0	0	0	0	0	0	0	0	0	0	1	0	478.0	297
TE_46098	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4151.0	F-element
TE_46099	0	0	0	0	0	0	0	0	0	0	0	0	1	0	95.0	roo
TE_46100	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34.0	gypsy12
TE_46101	0	0	0	0	0	0	0	0	0	0	0	0	1	0	101.0	HeT-A
TE_46102	0	0	0	0	0	0	0	0	0	0	0	0	1	0	91.0	gypsy12
TE_46103	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37.0	412
TE_46104	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1732.0	UnknownFamily
TE_46105	0	0	0	0	0	0	0	0	0	0	0	0	1	0	744.0	invader1
TE_46106	0	0	0	0	0	0	0	0	0	0	0	0	1	0	79.0	Stalker
TE_46107	0	0	0	0	0	0	0	0	0	0	0	0	1	0	67.0	accord2
TE_46108	0	0	0	0	0	0	0	0	0	0	0	0	1	0	46.0	INE-1
TE_46109	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48.0	Doc3
TE_46110	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99.0	roo
TE_46111	0	0	0	0	0	0	0	0	0	0	0	0	0	1	81.0	HB
TE_46112	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1525.0	H
TE_46113	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120.0	INE-1
TE_46114	0	0	0	0	0	0	0	0	0	0	0	0	0	1	107.0	Rt1b
TE_46115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39.0	1360
TE_46116	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49.0	Quasimodo
TE_46117	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4930.0	Quasimodo
TE_46118	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1680.0	Quasimodo
TE_46119	0	0	0	0	0	0	0	0	0	0	0	0	0	1	593.0	Quasimodo
TE_46120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1280.0	P-element
TE_46121	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5476.0	Quasimodo
TE_46122	0	0	0	0	0	0	0	0	0	0	0	0	0	1	909.0	Quasimodo
TE_46123	0	0	0	0	0	0	0	0	0	0	0	0	0	1	79.0	TAHRE
TE_46124	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61.0	invader1
TE_46125	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32.0	McClintock
TE_46126	0	0	0	0	0	0	0	0	0	0	0	0	0	1	55.0	gypsy2
TE_46127	0	0	0	0	0	0	0	0	0	0	0	0	0	1	111.0	X-element
TE_46128	0	0	0	0	0	0	0	0	0	0	0	0	0	1	86.0	Stalker2
TE_46129	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7585.0	opus
TE_46130	0	0	0	0	0	0	0	0	0	0	0	0	0	1	78.0	baggins
TE_46131	0	0	0	0	0	0	0	0	0	0	0	0	0	1	91.0	INE-1
TE_46132	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40.0	mariner2
TE_46133	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34.0	X-element
TE_46134	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6847.0	mdg1
TE_46135	0	0	0	0	0	0	0	0	0	0	0	0	0	1	371.0	mdg1
TE_46136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	97.0	diver2
TE_46137	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1530.0	H
TE_46138	0	0	0	0	0	0	0	0	0	0	0	0	0	1	249.0	transib3
TE_46139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7177.0	Rt1b
TE_46140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1848.5	Doc3
TE_46141	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5671.0	Doc3
TE_46142	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15758.0	UnknownFamily
TE_46143	0	0	0	0	0	0	0	0	0	0	0	0	0	1	423.0	Stalker4
TE_46144	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1902.0	UnknownFamily
TE_46145	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8520.0	FB
TE_46146	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32618.0	FB
TE_46147	0	0	0	0	0	0	0	0	0	0	0	0	0	1	424.0	297
TE_46148	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3945.0	Idefix
TE_46149	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3457.0	Idefix
TE_46150	0	0	0	0	0	0	0	0	0	0	0	0	0	1	84.0	UnknownFamily
TE_46151	0	0	0	0	0	0	0	0	0	0	0	0	0	1	58.0	TAHRE
TE_46152	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1070.0	roo
TE_46153	0	0	0	0	0	0	0	0	0	0	0	0	0	1	55.0	roo
TE_46154	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7851.0	roo
TE_46155	0	0	0	0	0	0	0	0	0	0	0	0	0	1	929.0	BS
TE_46156	0	0	0	0	0	0	0	0	0	0	0	0	0	1	54.0	X-element
TE_46157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	54.0	G4
TE_46158	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39.0	TAHRE
TE_46159	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1679.0	G2
TE_46160	0	0	0	0	0	0	0	0	0	0	0	0	0	1	54.0	UnknownFamily
TE_46161	0	0	0	0	0	0	0	0	0	0	0	0	0	1	64.0	INE-1
TE_46162	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47.0	G6
TE_46163	0	0	0	0	0	0	0	0	0	0	0	0	0	1	79.0	1360
TE_46164	0	0	0	0	0	0	0	0	0	0	0	0	0	1	59.0	UnknownFamily
TE_46165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	194.0	Juan
TE_46166	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50.0	roo
TE_46167	0	0	0	0	0	0	0	0	0	0	0	0	0	1	503.0	Idefix
TE_46168	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3397.0	Idefix
TE_46169	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3377.0	Idefix
TE_46170	0	0	0	0	0	0	0	0	0	0	0	0	0	1	57.0	transib2
TE_46171	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4683.0	3S18
TE_46172	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52.0	FB
TE_46173	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1398.0	3S18
TE_46174	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4449.0	blood
TE_46175	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2919.0	blood
TE_46176	0	0	0	0	0	0	0	0	0	0	0	0	0	1	150.0	hopper
TE_46177	0	0	0	0	0	0	0	0	0	0	0	0	0	1	860.0	hopper
TE_46178	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49.0	HB
TE_46179	0	0	0	0	0	0	0	0	0	0	0	0	0	1	931.0	UnknownFamily
TE_46180	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5014.0	jockey
TE_46181	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1800.0	I-element
TE_46182	0	0	0	0	0	0	0	0	0	0	0	0	0	1	219.0	I-element
TE_46183	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3270.0	I-element
TE_46184	0	0	0	0	0	0	0	0	0	0	0	0	0	1	76.0	Fw2
TE_46185	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1462.0	transib4
TE_46186	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3543.0	diver2
TE_46187	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3865.0	transib4
TE_46188	0	0	0	0	0	0	0	0	0	0	0	0	0	1	186.0	mdg1
